n;T1;T2;T4;T6;T8;T10;T12;T14;T16;T18;T20;T2(red);T4(red);T6(red);T8(red);T10(red);T12(red);T14(red);T16(red);T18(red);T20(red)
105;0.000015000;0.000040200;0.000052320;0.000064000;0.000076340;0.000073040;0.000087060;0.000099280;0.000101720;0.000109740;0.000113080;0.000038320;0.000041800;0.000053360;0.000068080;0.000072460;0.000087800;0.000096840;0.000093060;0.000102680;0.000109980
106;0.000015180;0.000040000;0.000044800;0.000056980;0.000069160;0.000071260;0.000088020;0.000092160;0.000102800;0.000106540;0.000126720;0.000041660;0.000041040;0.000059480;0.000067240;0.000078620;0.000087520;0.000092760;0.000092720;0.000092800;0.000101860
107;0.000015500;0.000041500;0.000044460;0.000061460;0.000064400;0.000075500;0.000090580;0.000096920;0.000098160;0.000110440;0.000113580;0.000040700;0.000053880;0.000056120;0.000068200;0.000071580;0.000085620;0.000090700;0.000089200;0.000098280;0.000105380
108;0.000015740;0.000042920;0.000041520;0.000056360;0.000069400;0.000070420;0.000084900;0.000101580;0.000129760;0.000104360;0.000115420;0.000038700;0.000041160;0.000056280;0.000067220;0.000069340;0.000084940;0.000097900;0.000093580;0.000103200;0.000115120
109;0.000017100;0.000044040;0.000041740;0.000067320;0.000067400;0.000083000;0.000086680;0.000091340;0.000092300;0.000107080;0.000113140;0.000040460;0.000041020;0.000055580;0.000069480;0.000070160;0.000086960;0.000095280;0.000086780;0.000099300;0.000101780
110;0.000016300;0.000045740;0.000041760;0.000062580;0.000062320;0.000071200;0.000104620;0.000094560;0.000097540;0.000106420;0.000117400;0.000039340;0.000041080;0.000056220;0.000067500;0.000069560;0.000091920;0.000096400;0.000092060;0.000102540;0.000101300
111;0.000016440;0.000043160;0.000043320;0.000058920;0.000069280;0.000074720;0.000091240;0.000095920;0.000099980;0.000104700;0.000122400;0.000039680;0.000053640;0.000065300;0.000069440;0.000070300;0.000087120;0.000095180;0.000092620;0.000101900;0.000104280
112;0.000016920;0.000043400;0.000042400;0.000071000;0.000067740;0.000072480;0.000091100;0.000095120;0.000101040;0.000126860;0.000110640;0.000041900;0.000041780;0.000056500;0.000068100;0.000073040;0.000083460;0.000097680;0.000093420;0.000109340;0.000109520
113;0.000017240;0.000043420;0.000041100;0.000060380;0.000071480;0.000071320;0.000090760;0.000096320;0.000098940;0.000108120;0.000118540;0.000040000;0.000041580;0.000057680;0.000067780;0.000069800;0.000086500;0.000093600;0.000092940;0.000094200;0.000546540
114;0.000017580;0.000049160;0.000043640;0.000065340;0.000070120;0.000072700;0.000087180;0.000091940;0.000100460;0.000106380;0.000124940;0.000040280;0.000041380;0.000055820;0.000067420;0.000074300;0.000088700;0.000099640;0.000092800;0.000101780;0.000101520
115;0.000017580;0.000042280;0.000041700;0.000058000;0.000068400;0.000072860;0.000084560;0.000099240;0.000104260;0.000101720;0.000125040;0.000041880;0.000044120;0.000055800;0.000082200;0.000070640;0.000086640;0.000094460;0.000097120;0.000094620;0.000103060
116;0.000018180;0.000039500;0.000054940;0.000063560;0.000067020;0.000087040;0.000085360;0.000095200;0.000098860;0.000105440;0.000123720;0.000043640;0.000041760;0.000056140;0.000066600;0.000071720;0.000087200;0.000097020;0.000092100;0.000116960;0.000109400
117;0.000018200;0.000043380;0.000042700;0.000059600;0.000067280;0.000071380;0.000081440;0.000095680;0.000104780;0.000109180;0.000116240;0.000040000;0.000041480;0.000057040;0.000066060;0.000083640;0.000091540;0.000092080;0.000096780;0.000094260;0.000103820
118;0.000018440;0.000044740;0.000045000;0.000061340;0.000067080;0.000072020;0.000086960;0.000095620;0.000096280;0.000104440;0.000125580;0.000041640;0.000055100;0.000055700;0.000069920;0.000069500;0.000086440;0.000090200;0.000094360;0.000104740;0.000107360
119;0.000018700;0.000043420;0.000043380;0.000058100;0.000067420;0.000074740;0.000087700;0.000101320;0.000108560;0.000111840;0.000109460;0.000040520;0.000042240;0.000060920;0.000068040;0.000071000;0.000088880;0.000092300;0.000094500;0.000100480;0.000102160
120;0.000019480;0.000044040;0.000043780;0.000071560;0.000075220;0.000071720;0.000081120;0.000094120;0.000097440;0.000110480;0.000105940;0.000043140;0.000042000;0.000060820;0.000068840;0.000071980;0.000083660;0.000092940;0.000093180;0.000108780;0.000117000
121;0.000019960;0.000047860;0.000044780;0.000060980;0.000067420;0.000082620;0.000091120;0.000094320;0.000102400;0.000104820;0.000115040;0.000042120;0.000042640;0.000062620;0.000070760;0.000074440;0.000090080;0.000094240;0.000096540;0.000099900;0.000104900
122;0.000020140;0.000046500;0.000043200;0.000060580;0.000067440;0.000074520;0.000092800;0.000095640;0.000095440;0.000115940;0.000123100;0.000041560;0.000044660;0.000055820;0.000068880;0.000070820;0.000085960;0.000099200;0.000098620;0.000101700;0.000116780
123;0.000020200;0.000046260;0.000044120;0.000060820;0.000066640;0.000073220;0.000090780;0.000114100;0.000104820;0.000102160;0.000112120;0.000041240;0.000042280;0.000058460;0.000068500;0.000076120;0.000087760;0.000089900;0.000094320;0.000095380;0.000104700
124;0.000027360;0.000043120;0.000044520;0.000069440;0.000072540;0.000071420;0.000088800;0.000096000;0.000104400;0.000109680;0.000153140;0.000041660;0.000042300;0.000066640;0.000067720;0.000074440;0.000090920;0.000097180;0.000094160;0.000104380;0.000110120
125;0.000020780;0.000046240;0.000044160;0.000056080;0.000063500;0.000072760;0.000088320;0.000100100;0.000095560;0.000105700;0.000112380;0.000041740;0.000042280;0.000055520;0.000075160;0.000075840;0.000086840;0.000094740;0.000094500;0.000099600;0.000100400
126;0.000021160;0.000047340;0.000043440;0.000058820;0.000067720;0.000074580;0.000092160;0.000093180;0.000099660;0.000101340;0.000128560;0.000042560;0.000086700;0.000068620;0.000069700;0.000081460;0.000089980;0.000106800;0.000097460;0.000106260;0.000103460
127;0.000021880;0.000044460;0.000043980;0.000058420;0.000073680;0.000085880;0.000107320;0.000100440;0.000092840;0.000108760;0.000112900;0.000047580;0.000043620;0.000055040;0.000070660;0.000071000;0.000090600;0.000096000;0.000098180;0.000094820;0.000109680
128;0.000035260;0.000044660;0.000043260;0.000061920;0.000065760;0.000073520;0.000103400;0.000097380;0.000102380;0.000113080;0.000117860;0.000042000;0.000049380;0.000057520;0.000068120;0.000072300;0.000098300;0.000103280;0.000092300;0.000105500;0.000099720
129;0.000023120;0.000047040;0.000044000;0.000060240;0.000065500;0.000071260;0.000090780;0.000097560;0.000104100;0.000112400;0.000137440;0.000053780;0.000060480;0.000056140;0.000069980;0.000075800;0.000085580;0.000098920;0.000094540;0.000109300;0.000106200
130;0.000022780;0.000051040;0.000052180;0.000063740;0.000076540;0.000081860;0.000092560;0.000101780;0.000102600;0.000108280;0.000117680;0.000043000;0.000043800;0.000056940;0.000070920;0.000082540;0.000093660;0.000092620;0.000096980;0.000090520;0.000102380
131;0.000022880;0.000046640;0.000045400;0.000063800;0.000068980;0.000077980;0.000087640;0.000098260;0.000106980;0.000104100;0.000109580;0.000044280;0.000043580;0.000056660;0.000069020;0.000071500;0.000085920;0.000104840;0.000095780;0.000108020;0.000101460
132;0.000023160;0.000048620;0.000043560;0.000061220;0.000068000;0.000072260;0.000090180;0.000097860;0.000095540;0.000105720;0.000118020;0.000042960;0.000043140;0.000072300;0.000075460;0.000084660;0.000091120;0.000093040;0.000096680;0.000099200;0.000103760
133;0.000024420;0.000048280;0.000043760;0.000058180;0.000069340;0.000072240;0.000087500;0.000097140;0.000112740;0.000123880;0.000115920;0.000043560;0.000043240;0.000060840;0.000068100;0.000071540;0.000084480;0.000095800;0.000095840;0.000103760;0.000099220
134;0.000023880;0.000048460;0.000043840;0.000059960;0.000070960;0.000086080;0.000101460;0.000095240;0.000101560;0.000106820;0.000119280;0.000043260;0.000043460;0.000055580;0.000069860;0.000072200;0.000085920;0.000093120;0.000095480;0.000104660;0.000102660
135;0.000024380;0.000063560;0.000043880;0.000060780;0.000070020;0.000074320;0.000092140;0.000097700;0.000096560;0.000134080;0.000194460;0.000043560;0.000043940;0.000059280;0.000068380;0.000077780;0.000088920;0.000101100;0.000100520;0.000112100;0.000107200
136;0.000026580;0.000049160;0.000044140;0.000058620;0.000074080;0.000073240;0.000087500;0.000096800;0.000106180;0.000101180;0.000125220;0.000043520;0.000054840;0.000062280;0.000068440;0.000071040;0.000088500;0.000093440;0.000095080;0.000101160;0.000105780
137;0.000024960;0.000051420;0.000048360;0.000057460;0.000080280;0.000075740;0.000097420;0.000102440;0.000119660;0.000111220;0.000109980;0.000043840;0.000043600;0.000062040;0.000069580;0.000072780;0.000081700;0.000092340;0.000097060;0.000104540;0.000099400
138;0.000025280;0.000068320;0.000046440;0.000067980;0.000071260;0.000071960;0.000088200;0.000099640;0.000102360;0.000105860;0.000115340;0.000045500;0.000045100;0.000057440;0.000072720;0.000071420;0.000091800;0.000091260;0.000109420;0.000114800;0.000117120
139;0.000025660;0.000050380;0.000046180;0.000066220;0.000071660;0.000073900;0.000090880;0.000099660;0.000102900;0.000100980;0.000116440;0.000044160;0.000043680;0.000066360;0.000070460;0.000078840;0.000088020;0.000098180;0.000095740;0.000105080;0.000103300
140;0.000025980;0.000048700;0.000044060;0.000058240;0.000070040;0.000076740;0.000094500;0.000093380;0.000105560;0.000122980;0.000111660;0.000044800;0.000044380;0.000057220;0.000073140;0.000072920;0.000084120;0.000093780;0.000095460;0.000096340;0.000107960
141;0.000026780;0.000053340;0.000044180;0.000059960;0.000077180;0.000087740;0.000087340;0.000096960;0.000104660;0.000107660;0.000120360;0.000046760;0.000043980;0.000058240;0.000070360;0.000074680;0.000086020;0.000091040;0.000095800;0.000101220;0.000102380
142;0.000026980;0.000048240;0.000044980;0.000061440;0.000073720;0.000073000;0.000091840;0.000096480;0.000102000;0.000103720;0.000111420;0.000044880;0.000058080;0.000063740;0.000069440;0.000077840;0.000092820;0.000101920;0.000090240;0.000095420;0.000094660
143;0.000027120;0.000050700;0.000045480;0.000061060;0.000071160;0.000074960;0.000087560;0.000095840;0.000099760;0.000108340;0.000115440;0.000054720;0.000045900;0.000068480;0.000071500;0.000074300;0.000087880;0.000096560;0.000093660;0.000101340;0.000100760
144;0.000028840;0.000049960;0.000044360;0.000059880;0.000068180;0.000073980;0.000086540;0.000100380;0.000124080;0.000104920;0.000112400;0.000045200;0.000048140;0.000062900;0.000070820;0.000071940;0.000088500;0.000093820;0.000101500;0.000104800;0.000107060
145;0.000027820;0.000051340;0.000052600;0.000062540;0.000084340;0.000073020;0.000083340;0.000095760;0.000103320;0.000108600;0.000112160;0.000045360;0.000044440;0.000063780;0.000069200;0.000073380;0.000086080;0.000098860;0.000097840;0.000101220;0.000120300
146;0.000028980;0.000053220;0.000045460;0.000058520;0.000080800;0.000076060;0.000094920;0.000093900;0.000099480;0.000108400;0.000118920;0.000045780;0.000044500;0.000058020;0.000074640;0.000071520;0.000097220;0.000094280;0.000096840;0.000095840;0.000107180
147;0.000028660;0.000052020;0.000044800;0.000057300;0.000070720;0.000072840;0.000094040;0.000103280;0.000095340;0.000113820;0.000138020;0.000046020;0.000044440;0.000060600;0.000071140;0.000073900;0.000090540;0.000098800;0.000097000;0.000097700;0.000193600
148;0.000029200;0.000052640;0.000047360;0.000074660;0.000073600;0.000080880;0.000094920;0.000093740;0.000101200;0.000106660;0.000112820;0.000046340;0.000047100;0.000059060;0.000071200;0.000072220;0.000083680;0.000092420;0.000089120;0.000101900;0.000100620
149;0.000030560;0.000050540;0.000045060;0.000058680;0.000070880;0.000072720;0.000087040;0.000102900;0.000101040;0.000106840;0.000116260;0.000046500;0.000044960;0.000058440;0.000070420;0.000071620;0.000108420;0.000107160;0.000107600;0.000100000;0.000108660
150;0.000030720;0.000052160;0.000044640;0.000064400;0.000069200;0.000072880;0.000091780;0.000094700;0.000099500;0.000104940;0.000137640;0.000047040;0.000051160;0.000058000;0.000071740;0.000074100;0.000091560;0.000092780;0.000093520;0.000102920;0.000100900
151;0.000032020;0.000052460;0.000045580;0.000061060;0.000070480;0.000072200;0.000099540;0.000105240;0.000126660;0.000150300;0.000110580;0.000049380;0.000046140;0.000065980;0.000073500;0.000095260;0.000096760;0.000096700;0.000103060;0.000109500;0.000108540
152;0.000031780;0.000055500;0.000045720;0.000067220;0.000072460;0.000076420;0.000088720;0.000101040;0.000100400;0.000112980;0.000115560;0.000047500;0.000046180;0.000068820;0.000070340;0.000090740;0.000127600;0.000103240;0.000094300;0.000104320;0.000107960
153;0.000034380;0.000051040;0.000046820;0.000063020;0.000070100;0.000073560;0.000088300;0.000095900;0.000101300;0.000105400;0.000128540;0.000046440;0.000049900;0.000061840;0.000071480;0.000074920;0.000085860;0.000100840;0.000091660;0.000106540;0.000109600
154;0.000032400;0.000051820;0.000046680;0.000059420;0.000070900;0.000079100;0.000098720;0.000108200;0.000105400;0.000106400;0.000115120;0.000047640;0.000045600;0.000061240;0.000071440;0.000074600;0.000090300;0.000093820;0.000095260;0.000104100;0.000107360
155;0.000032840;0.000051140;0.000047080;0.000065060;0.000073000;0.000080060;0.000095080;0.000098880;0.000104600;0.000105340;0.000111560;0.000047620;0.000045420;0.000061020;0.000070760;0.000074360;0.000083300;0.000106480;0.000107380;0.000104880;0.000102580
156;0.000034180;0.000053060;0.000045960;0.000058820;0.000069760;0.000076540;0.000096300;0.000094480;0.000100660;0.000102920;0.000118820;0.000055080;0.000047920;0.000074220;0.000070140;0.000075760;0.000089240;0.000088300;0.000094360;0.000103300;0.000098560
157;0.000033380;0.000052500;0.000046000;0.000059920;0.000071880;0.000075200;0.000097020;0.000097860;0.000116220;0.000102780;0.000112780;0.000047820;0.000045980;0.000065080;0.000069760;0.000071940;0.000087660;0.000093520;0.000095880;0.000106560;0.000110880
158;0.000032980;0.000055300;0.000055780;0.000062300;0.000078040;0.000077500;0.000104400;0.000099780;0.000099280;0.000107480;0.000119300;0.000048640;0.000045900;0.000059940;0.000069560;0.000078540;0.000089380;0.000098060;0.000105800;0.000124820;0.000102280
159;0.000033740;0.000054360;0.000046900;0.000063140;0.000069860;0.000072160;0.000093060;0.000093320;0.000104040;0.000115220;0.000115760;0.000048380;0.000045400;0.000075880;0.000082520;0.000075520;0.000091860;0.000095820;0.000096320;0.000112960;0.000103060
160;0.000034200;0.000056060;0.000048800;0.000065480;0.000071960;0.000074240;0.000092220;0.000112460;0.000117400;0.000105800;0.000121800;0.000048860;0.000046060;0.000061960;0.000070880;0.000073800;0.000090520;0.000093740;0.000098300;0.000107080;0.000110600
161;0.000034240;0.000055760;0.000053740;0.000071680;0.000072760;0.000073940;0.000096800;0.000095380;0.000098540;0.000109280;0.000115100;0.000048780;0.000046040;0.000059520;0.000072920;0.000073300;0.000093920;0.000096800;0.000098540;0.000114820;0.000100660
162;0.000035760;0.000052720;0.000047480;0.000064060;0.000072720;0.000075780;0.000094640;0.000095880;0.000108420;0.000107640;0.000119820;0.000049360;0.000054940;0.000075780;0.000079980;0.000072060;0.000087460;0.000096540;0.000097220;0.000103100;0.000100680
163;0.000035780;0.000054080;0.000047920;0.000063600;0.000070320;0.000077580;0.000093200;0.000097880;0.000108980;0.000124640;0.000116120;0.000049700;0.000063840;0.000066920;0.000070420;0.000075120;0.000089140;0.000099260;0.000103460;0.000107100;0.000112380
164;0.000035520;0.000053680;0.000060440;0.000069500;0.000076820;0.000077100;0.000090020;0.000095620;0.000099980;0.000113240;0.000108940;0.000050100;0.000046420;0.000060380;0.000073540;0.000075600;0.000088500;0.000095100;0.000105920;0.000110900;0.000102740
165;0.000035960;0.000054440;0.000046440;0.000061720;0.000071540;0.000084700;0.000094620;0.000098840;0.000101860;0.000119720;0.000117820;0.000049880;0.000050260;0.000076340;0.000072080;0.000074160;0.000091300;0.000095760;0.000094580;0.000103220;0.000103800
166;0.000036840;0.000054340;0.000047720;0.000061400;0.000072520;0.000073380;0.000090760;0.000096320;0.000117880;0.000118600;0.000111300;0.000050260;0.000046900;0.000061420;0.000071160;0.000070600;0.000092320;0.000099160;0.000096640;0.000105480;0.000111400
167;0.000037500;0.000054620;0.000047500;0.000074900;0.000075740;0.000087220;0.000094240;0.000100220;0.000106900;0.000104800;0.000113400;0.000050340;0.000048180;0.000060660;0.000071540;0.000075960;0.000087900;0.000096340;0.000092680;0.000115260;0.000125620
168;0.000037500;0.000055940;0.000047900;0.000065740;0.000075200;0.000080140;0.000094840;0.000093940;0.000101580;0.000111720;0.000108940;0.000050440;0.000067360;0.000078720;0.000085200;0.000084680;0.000090740;0.000098920;0.000097700;0.000098300;0.000110600
169;0.000037680;0.000056060;0.000049120;0.000061300;0.000071340;0.000079820;0.000088640;0.000100020;0.000113320;0.000122360;0.000115420;0.000050660;0.000046980;0.000063120;0.000072200;0.000074240;0.000088280;0.000097560;0.000097340;0.000099140;0.000108060
170;0.000038640;0.000057520;0.000047840;0.000075600;0.000452120;0.000076200;0.000091640;0.000099640;0.000097880;0.000112940;0.000116360;0.000051220;0.000047380;0.000062920;0.000086540;0.000076500;0.000103280;0.000096660;0.000097560;0.000107040;0.000100400
171;0.000040280;0.000054520;0.000048420;0.000062060;0.000079660;0.000076040;0.000094740;0.000096660;0.000105720;0.000108300;0.000117960;0.000051300;0.000047640;0.000062000;0.000073160;0.000079860;0.000090040;0.000100520;0.000100040;0.000105740;0.000106240
172;0.000039160;0.000054820;0.000047700;0.000064800;0.000078260;0.000083260;0.000106060;0.000099440;0.000099220;0.000108640;0.000121320;0.000052640;0.000050720;0.000059880;0.000073240;0.000072020;0.000091020;0.000098420;0.000100540;0.000095880;0.000113480
173;0.000040220;0.000056780;0.000048500;0.000063740;0.000072180;0.000085120;0.000090940;0.000093140;0.000100560;0.000104820;0.000119080;0.000054060;0.000047320;0.000059520;0.000072520;0.000083680;0.000090840;0.000099500;0.000099500;0.000106100;0.000103300
174;0.000040420;0.000055120;0.000048880;0.000063180;0.000072380;0.000074660;0.000084900;0.000099400;0.000098420;0.000125220;0.000129620;0.000051920;0.000047580;0.000061620;0.000074180;0.000076200;0.000091060;0.000098980;0.000107920;0.000103880;0.000104020
175;0.000040340;0.000056080;0.000048620;0.000059620;0.000084840;0.000086720;0.000164920;0.000097260;0.000105240;0.000112100;0.000119920;0.000053640;0.000051120;0.000060580;0.000074880;0.000076280;0.000092360;0.000098560;0.000101600;0.000105500;0.000122220
176;0.000041260;0.000055020;0.000049180;0.000063080;0.000073500;0.000085440;0.000092220;0.000100200;0.000098100;0.000107820;0.000112280;0.000052580;0.000047900;0.000060640;0.000080060;0.000086580;0.000092880;0.000095820;0.000107900;0.000109660;0.000103880
